'Main St Shopping Area/Downtown Georgetown',79.9
'Horse Farms',70.0
'Kentucky Horse Park',65.9
'Elkhorn Creek',65.6
'Countryside',58
'Cardome',56.9
'Georgetown College',54.9
'Ward Hall',45.3
'Scott County Park',41.6
'Churches or Cemeteries',38.9
'Sadieville',19.0
'Stamping Ground',19.0
'Suffoletta Park',16.4
'Other',8.3
